Site Set,Field,Bytesize(Approximately. After Serialize),Count,Top1%
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.first_category_id,1079,193,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.first_category_weight,1339,193,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.second_category_id,1085,193,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_categories.second_category_weight,1339,193,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_id,4168,208,20
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags,31184,207,150
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags.tag_id,12016,192,62
0,recommend_context.user_context.user_profile.user_resp.user_profile.dynamic_creative_data.xs_data.xs_activity.video_tags.weight,10074,192,52
0,recommend_context.user_context.user_profile.user_resp.user_profile.finance_entrepreneur,55094,3211,26
0,recommend_context.user_context.user_profile.user_resp.user_profile.finance_entrepreneur.id,21190,3211,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.finance_entrepreneur.score,21190,3211,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.flow_level_tags,2299391,17112,136
0,recommend_context.user_context.user_profile.user_resp.user_profile.flow_level_tags.source_level_tags,1991364,17112,118
0,recommend_context.user_context.user_profile.user_resp.user_profile.flow_level_tags.source_level_tags.level,228765,17112,15
0,recommend_context.user_context.user_profile.user_resp.user_profile.flow_level_tags.source_level_tags.tag_id,205354,17112,12
0,recommend_context.user_context.user_profile.user_resp.user_profile.flow_level_tags.source_level_tags.tag_name,1351889,17112,79
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic,12187876,17583,1581
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location,351855,17583,20
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location.area_code,70309,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location.coordinate,246343,17583,14
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location.coordinate.latitude,105606,17583,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location.coordinate.longitude,105606,17583,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source,880748,17583,71
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_category_geohash,35212,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code,70119,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_bssid,35212,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_geohash,35212,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_mig_ip_mapping,68084,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_mig_recently,51594,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_mig_within1day,51348,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_sg_within1day,47504,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_sp_ip_mapping,67526,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_sp_recently,35212,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_sp_within1day,35212,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.current_area_code_targeting_strategy,50619,17583,3
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long,262863,8213,32
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.area_code,32809,8213,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate,98625,8213,12
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate.latitude,41110,8213,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.coordinate.longitude,41087,8213,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.count,16427,8213,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.first_timestamp,16427,8213,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.last_timestamp,49284,8213,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.scene,16427,8213,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_location_source.lbsinfo_realtime_lat_long.score,16427,8213,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_resident_location,101761,17583,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.current_resident_location.area_code,66541,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs,358457,16165,27
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.area_code,64710,16165,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.coordinate,194102,16165,12
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.coordinate.latitude,80918,16165,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.coordinate.longitude,80918,16165,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.last_timestamp,32804,5467,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs.source,34447,3807,9
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.locallife_predict_lbs_strategy,32374,16165,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi,794916,14496,121
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.area_code,113587,14496,17
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.coordinate,340681,14496,51
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.coordinate.latitude,141974,14496,21
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.coordinate.longitude,141974,14496,21
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.last_timestamp,170359,14496,25
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.scene,56821,14496,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.recent_poi.source,56815,14496,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.resident_location,1008172,17581,85
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.resident_location.area_code,201692,17581,16
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.resident_location.coordinate,248527,11958,24
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.resident_location.source,457012,17581,37
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi,2286343,16522,220
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.aoi_ids,301198,14421,51
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.area_code,233427,16522,20
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.coordinate,700342,16522,60
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.coordinate.latitude,291828,16522,25
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.coordinate.longitude,291828,16522,25
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.count,116717,16522,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.first_timestamp,350187,16522,30
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.last_timestamp,350187,16522,30
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.topn_poi.scene,116717,16522,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.traveling_location,79912,17583,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.traveling_location.area_code,44737,17583,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location,5911292,8389,1062
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.area_code,451231,8389,101
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.coordinate,2045088,8389,360
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.coordinate.latitude,852124,8389,150
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.coordinate.longitude,852124,8389,150
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.count,347255,8389,62
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.first_timestamp,1022544,8389,180
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.last_timestamp,1022544,8389,180
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.scene,340845,8389,60
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visited_location.score,340845,8389,60
0,recommend_context.user_context.user_profile.user_resp.user_profile.geographic.visted_aoi_ids,315163,14716,75
0,recommend_context.user_context.user_profile.user_resp.user_profile.high_probability_open_program,18081,3613,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.high_probability_open_program.program_name,7240,3613,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads,85516177,12999,13538
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads.i2u_ad_scores,35573338,12999,5816
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads.i2u_ads,49707062,12999,7694
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads.i2u_model_version,33786,12999,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads.partition_time,101354,12999,12
0,recommend_context.user_context.user_profile.user_resp.user_profile.i2u_version_ads.sub_strategy_id,33786,12999,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.industry_audience_tags,12675970,17582,808
0,recommend_context.user_context.user_profile.user_resp.user_profile.industry_audience_tags.date_time,3961257,17582,252
0,recommend_context.user_context.user_profile.user_resp.user_profile.industry_audience_tags.score,3961257,17582,252
0,recommend_context.user_context.user_profile.user_resp.user_profile.industry_audience_tags.tag_id,2376760,17582,151
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention,691005,17583,414
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention,655836,5350,412
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.data_source,22095,5350,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.freshness,90,24,3
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic,589752,5350,390
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info,567754,5350,382
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info.category,523758,5346,368
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info.category.id,134565,5327,95
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info.category.timestamp,287625,5327,201
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info.category.weight,516,10,51
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.text_semantic.category_info.type,22097,5350,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.intention.intention.type,22095,5350,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests,17126452,17583,1887
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.ad_sampling_targeting_id_num,35832,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.ad_targeting_id_num,35832,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest,6839402,17541,797
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.data_source,2772,1379,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.interest_path,145132,17541,15
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic,6546412,17541,770
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.category_info,2527754,17400,293
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.category_info.category,301305,2410,188
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.category_info.category.id,172276,2410,107
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.category_info.category.weight,1730,139,12
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.category_info.type,9129,2410,5
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.tag_info,3874166,17135,539
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.tag_info.tag,3463725,15240,525
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.tag_info.tag.id,2287329,15240,347
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.interest.text_semantic.tag_info.type,75099,15240,8
0,recommend_context.user_context.user_profile.user_resp.user_profile.interests.targeting_id,10146071,17541,1088
0,recommend_context.user_context.user_profile.user_resp.user_profile.last_login_records,221921,17070,13
0,recommend_context.user_context.user_profile.user_resp.user_profile.last_login_records.login_records,170708,17070,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.last_login_records.login_records.last_login_time,102427,17070,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.last_login_records.login_records.platform_name,34143,17070,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags,23220003,17521,5315
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.data_source,2019007,17521,518
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags,18173480,17521,4110
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags.level,4426261,17521,1061
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags.score,1137450,17381,486
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags.tag_id,6787804,17521,1605
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags.tag_name,1866436,11888,508
0,recommend_context.user_context.user_profile.user_resp.user_profile.level_tags.source_level_tags.timestamp,1567573,17425,638
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions,4797108,17583,682
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.ad_sampling_targeting_id_num,35233,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.ad_targeting_id_num,35233,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention,1810227,17346,243
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.locard_intention_path,78971,17346,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.text_semantic,1651676,17346,232
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.text_semantic.category_info,1572268,17346,226
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.text_semantic.category_info.category,1413940,17346,215
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.text_semantic.category_info.category.id,798796,17346,123
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.locard_intention.text_semantic.category_info.type,78971,17346,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.locard_intentions.targeting_id,2863434,17346,445
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests,270418,17583,237
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest,234643,711,330
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.data_source,581,289,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic,231903,711,326
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.category_info,55226,711,77
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.category_info.category,50902,682,74
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.category_info.category.id,16122,682,23
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.category_info.category.weight,24943,682,36
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.category_info.type,2171,711,3
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.tag_info,121407,634,191
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.tag_info.tag,118232,326,362
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.tag_info.tag.id,70735,326,216
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.tag_info.tag.weight,33608,326,103
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.tag_info.type,904,425,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.topic_info,52472,634,82
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.topic_info.topic,50883,326,156
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.topic_info.topic.id,15306,326,46
0,recommend_context.user_context.user_profile.user_resp.user_profile.long_term_interests.interest.text_semantic.topic_info.topic.weight,25550,326,78
0,recommend_context.user_context.user_profile.user_resp.user_profile.race_core_user_groups,7642604,17559,1269
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags,26384116,17282,2515
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.data_source,682173,17282,40
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags,24678711,17282,2415
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags.level,2213430,17282,319
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags.score,1033244,15453,100
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags.tag_id,5648630,17282,807
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags.tag_name,7041754,15454,803
0,recommend_context.user_context.user_profile.user_resp.user_profile.realtime_level_tags.source_level_tags.timestamp,6607998,17282,954
0,recommend_context.user_context.user_profile.user_resp.user_profile.remarketing,35169,17583,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.service,28188869,19878,17637
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback,1027383,3595,778
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.ad_customer_id,67281,2998,53
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.ad_index,77383,3595,57
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.adgroup_id,73426,3116,57
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.advertiser_id,13602,1390,11
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.category_id,35500,3595,26
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.click_timestamp,77383,3595,57
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.click_type,38694,3595,28
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.creative_id,82142,3595,61
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.fingerprint_product_id,76755,3592,57
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.fingerprint_tid_id,127733,3592,95
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.position_short_id,58647,3595,43
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.product_id,107223,3595,90
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.quality_product_id,62167,3595,49
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.negative_feedback.site_id,103182,3595,77
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.payment_activity,141724,14155,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.payment_activity.data_source,28334,14155,2
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.payment_activity.log_time,85019,14155,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.power_preview,160,1,160
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.power_preview.adgroup_id,50,1,50
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.power_preview.period,30,1,30
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.power_preview.timestamp,60,1,60
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity,2739916,5259,1912
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity.activity_type,266742,5259,183
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity.product_id,666743,4525,497
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity.shop_id,471727,5259,326
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity.shopping_source,266742,5259,183
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.shopping_activity.timestamp,800248,5259,550
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback,24238076,10220,17221
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.action_type,845772,10220,593
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback,19824927,10220,14121
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info,15947085,10220,11307
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.advertiser_id,1055489,10220,741
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.aid,1428582,10220,1015
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.crm_advertiser_industry_id,1475594,10220,1036
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.customer_id,1103142,6691,855
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.demand_cognitive_unit_id,869760,6691,672
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group,6061522,10220,4261
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_ad,425519,10220,297
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_product,1231179,10220,860
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_swap,421577,10220,296
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_tid,2098271,10220,1476
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_tid_semantic_cluster,421577,10220,296
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_tid_semantic_hash,421577,10220,296
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.fingerprint_group.fingerprint_tid_swap,421577,10220,296
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material,2326373,5313,1951
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material.inner_spu_id,434441,3178,393
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material.tencent_first_category_v2,79920,3178,69
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material.tencent_fourth_category_v2,93261,3178,82
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material.tencent_second_category_v2,116054,3178,102
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.material.tencent_third_category_v2,144884,3178,128
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.ad_info.md_mid,1258515,10220,884
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.feedback_reason_list,400538,3665,367
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.position_id,1401359,10220,946
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.ad_negative_feedback.site_set,421577,10220,296
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.process_time,1478840,10220,1039
0,recommend_context.user_context.user_profile.user_resp.user_profile.service.wechat_negative_feedback.report_time,1478835,10220,1039
0,recommend_context.user_context.user_profile.user_resp.user_profile.touchstone_tag,52753,17583,3
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data,162420028,19878,22971
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info,162360382,19640,22968
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.advertiser_id,5060179,19640,834
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.advertiser_industry_id,2394,395,6
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.bm_id,266054,13569,52
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.business_group_id,1116558,18363,196
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.campaign_id,3192774,19277,570
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.marketing_target_id,1739,382,4
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.material_id,375066,7508,199
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.mdm_id,3759681,19639,549
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.optimization_goals,114319819,19640,15708
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.optimization_goals.last_update_timestamp,62803659,19640,8693
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.optimization_goals.optimization_goal,30613972,19640,4357
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.product_fingerprint,5269140,19630,830
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.spu_id,2009,200,10
0,recommend_context.user_context.user_profile.user_resp.user_profile.user_conv_target_data.conv_info.str_appid,16098652,18995,4287
